Amount,Description,Place
"$2,000 monthly","4 room apartment in a new building on Aram Street, 140 sq.m., 7/16 floor, 2 bathrooms, high ceilings","Kentron, 4 rm., 140 sq.m., 7/16 floor"
"240,000 ֏ monthly","3 room apartment on Vagharshyan Street, 83 sq.m., second to last floor, multiple balconies","Arabkir, 3 rm., 83 sq.m., 8/9 floor"
"$2,100 monthly","4 room apartment in a new building on Leo Street, 140 sq.m., 5/14 floor, 2 bathrooms, high ceilings","Kentron, 4 rm., 140 sq.m., 5/14 floor"
"350,000 ֏ monthly","4 room apartment on Saryan Street, 100 sq.m., second to last floor, cosmetic renovation","Kentron, 4 rm., 100 sq.m., 7/8 floor"
"400,000 ֏ monthly","2 room apartment on Saryan Street, 44 sq.m., designer renovation","Kentron, 2 rm., 44 sq.m., 16/16 floor"
"$3,000 monthly","3 room apartment in a new building on Pushkin Street, 130 sq.m., second to last floor, 3+ bathrooms","Kentron, 3 rm., 130 sq.m., 19/20 floor"
"230,000 ֏ monthly","2 room apartment in a new building on Mazmanyan Street, 47 sq.m., 8/12 floor, euro renovation","Ajapnyak, 2 rm., 47 sq.m., 8/12 floor"
"230,000 ֏ monthly","2 room apartment in a new building on Melkumov Street, 60 sq.m., high ceilings, major renovation","Ajapnyak, 2 rm., 60 sq.m., 3/3 floor"
"270,000 ֏ monthly","2 room apartment in a new building on Anastas Mikoyan Street, 55 sq.m., 8/15 floor","Davtashen, 2 rm., 55 sq.m., 8/15 floor"
"210,000 ֏ monthly","2 room apartment on Margaryan Street 2nd Lane, 40 sq.m., 1/4 floor, euro renovation, stone building","Ajapnyak, 2 rm., 40 sq.m., 1/4 floor"
"$1,500 monthly","3 room apartment on Halabyan Street, 100 sq.m., 1/4 floor, 2 bathrooms, euro renovation","Ajapnyak, 3 rm., 100 sq.m., 1/4 floor"
"330,000 ֏ monthly","2 room apartment in a new building on Fuchik Street, 69 sq.m., 5/13 floor, high ceilings","Ajapnyak, 2 rm., 69 sq.m., 5/13 floor"
"320,000 ֏ monthly","2 room apartment in a new building on Karapet Ulnetsi Street, 55 sq.m., 2/16 floor, high ceilings","Kanaker-Zeytun, 2 rm., 55 sq.m., 2/16 floor"
"260,000 ֏ monthly","2 room apartment in a new building, Nikoghayos Tigranyan Street 1st Deadlock, 56 sq.m., 5/12 floor","Davtashen, 2 rm., 56 sq.m., 5/12 floor"
"220,000 ֏ monthly","2 room apartment in Shengavit, 48 sq.m., 2/5 floor, high ceilings, designer renovation","Shengavit, 2 rm., 48 sq.m., 2/5 floor"
"330,000 ֏ monthly","2 room apartment in a new building on Karapet Ulnetsi Street, 65 sq.m., 10/16 floor","Kanaker-Zeytun, 2 rm., 65 sq.m., 10/16 floor"
"250,000 ֏ monthly","2 room apartment in Shengavit, 60 sq.m., designer renovation, stone building","Shengavit, 2 rm., 60 sq.m., 4/4 floor"
"200,000 ֏ monthly","3 room apartment in Erebuni, 80 sq.m., second to last floor, euro renovation, stone building","Erebuni, 3 rm., 80 sq.m., 4/5 floor"
"270,000 ֏ monthly","4 room apartment in a new building in Shengavit, 70 sq.m., major renovation","Shengavit, 4 rm., 70 sq.m., 9/9 floor"
"$1,200 monthly","3 room apartment in a new building on Verin Antarayin Street, 64 sq.m., 3/5 floor, 2 bathrooms","Kentron, 3 rm., 64 sq.m., 3/5 floor"
"80,000 ֏ monthly","4 room apartment on Minas Avetisyan street, 100 sq.m., partial renovation","Gyumri, 4 rm., 100 sq.m., 4/4 floor"
"330,000 ֏ monthly","2 room apartment on Pushkin Street, 47 sq.m., 3/9 floor, designer renovation","Kentron, 2 rm., 47 sq.m., 3/9 floor"
"150,000 ֏ monthly","1 room apartment on Halabyan Street, 25 sq.m., 1/5 floor, major renovation, stone building","Ajapnyak, 1 rm., 25 sq.m., 1/5 floor"
"350,000 ֏ monthly","2 room apartment in a new building on Aram Khachatryan Street, 65 sq.m., 5/11 floor, high ceilings","Arabkir, 2 rm., 65 sq.m., 5/11 floor"
"500,000 ֏ monthly","3 room apartment in a new building on Komitas Avenue, 84 sq.m., 10/18 floor, high ceilings","Arabkir, 3 rm., 84 sq.m., 10/18 floor"
"450,000 ֏ monthly","2 room apartment in a new building on Yeznik Koghbatsi Street, 65 sq.m., 8/18 floor, high ceilings","Kentron, 2 rm., 65 sq.m., 8/18 floor"
"320,000 ֏ monthly","2 room apartment on Khanjyan Street, 50 sq.m., 3/9 floor, euro renovation","Kentron, 2 rm., 50 sq.m., 3/9 floor"
"450,000 ֏ monthly","3 room apartment in a new building on Mamikonyants Street, 90 sq.m., 4/18 floor, high ceilings","Arabkir, 3 rm., 90 sq.m., 4/18 floor"
"$1,000 monthly","3 room apartment in a new building, Նիկողայոս Ադոնցի փողոց, 90 sq.m., 4/8 floor, 2 bathrooms","Arabkir, 3 rm., 90 sq.m., 4/8 floor"
$900 monthly,"3 room apartment in a new building, Komitas Avenue, 70 sq.m., 14/17 floor, high ceilings","Arabkir, 3 rm., 70 sq.m., 14/17 floor"
"270,000 ֏ monthly","2 room apartment, Maria Jacobsen Street, 68 sq.m., 9/16 floor, major renovation","Arabkir, 2 rm., 68 sq.m., 9/16 floor"
"290,000 ֏ monthly","2 room apartment in a new building, Alexey Ekimyan Street, 75 sq.m., 2/5 floor, high ceilings","Arabkir, 2 rm., 75 sq.m., 2/5 floor"
"500,000 ֏ monthly","4 room apartment in a new building, Marshal Baghramyan 3rd Backstreet, 105 sq.m., 4/7 floor","Arabkir, 4 rm., 105 sq.m., 4/7 floor"
"300,000 ֏ monthly","4 room apartment in a new building on Ghapantsyan Street, 90 sq.m., second to last floor","Arabkir, 4 rm., 90 sq.m., 3/4 floor"
"420,000 ֏ monthly","2 room apartment in a new building on Vahram Papazyan Street, 68 sq.m., major renovation","Arabkir, 2 rm., 68 sq.m., 5/5 floor"
"150,000 ֏ monthly","1 room apartment on Arzumanyan Street, 36 sq.m., second to last floor, cosmetic renovation","Ajapnyak, 1 rm., 36 sq.m., 3/4 floor"
"140,000 ֏ monthly","1 room apartment on Shinararner Street, 30 sq.m., second to last floor, cosmetic renovation","Ajapnyak, 1 rm., 30 sq.m., 3/4 floor"
"390,000 ֏ monthly","2 room apartment in a new building on Orbeli Brothers Street, 72 sq.m., 6/15 floor, high ceilings","Arabkir, 2 rm., 72 sq.m., 6/15 floor"
"350,000 ֏ monthly","2 room apartment in a new building on Malkhasyants Street, 62 sq.m., 13/15 floor, high ceilings","Arabkir, 2 rm., 62 sq.m., 13/15 floor"
"170,000 ֏ monthly","1 room apartment on Fuchik Street, 40 sq.m., stone building","Ajapnyak, 1 rm., 40 sq.m., 4/4 floor"
"$1,800 monthly","2 room apartment in a new building on Gyulbenkyan Street, 100 sq.m., 9/14 floor, high ceilings","Arabkir, 2 rm., 100 sq.m., 9/14 floor"
"320,000 ֏ monthly","3 room apartment in a new building, Արգիշտի փողոց, 113 sq.m., 10/14 floor, high ceilings","Kentron, 3 rm., 113 sq.m., 10/14 floor"
"$2,200 monthly","5 room apartment in a new building, Վաղարշ Վաղարշյան փողոց, 160 sq.m., 12/14 floor, 3+ bathrooms","Arabkir, 5 rm., 160 sq.m., 12/14 floor"
"$1,200 monthly","2 room apartment in a new building, Yeznik Koghbaci Street, 55 sq.m., 14/18 floor, high ceilings","Kentron, 2 rm., 55 sq.m., 14/18 floor"
"$1,400 monthly","3 room apartment, Abovyan Street, 85 sq.m., 2/6 floor, high ceilings, designer renovation","Kentron, 3 rm., 85 sq.m., 2/6 floor"
"400,000 ֏ monthly","2 room apartment in a new building, Սերո Խանզադյան փողոց, 90 sq.m., 9/17 floor, high ceilings","Kentron, 2 rm., 90 sq.m., 9/17 floor"
"$2,000 monthly","4 room apartment in a new building on Verin Antarayin street, 170 sq.m., 2 bathrooms, high ceilings","Kentron, 4 rm., 170 sq.m., 6/6 floor"
"$2,500 monthly","4 room apartment in a new building, Northern Avenue, 170 sq.m., 7/10 floor, 3+ bathrooms","Kentron, 4 rm., 170 sq.m., 7/10 floor"
"$2,100 monthly","Spacious 1 room apartment in a new building on Nalbandyan street, 75 sq.m., 9/12 floor","Kentron, 1 rm., 75 sq.m., 9/12 floor"
"$1,300 monthly","4 room apartment in a new building on Erebuni Street, 105 sq.m., 5/15 floor, 2 bathrooms","Erebuni, 4 rm., 105 sq.m., 5/15 floor"
"200,000 ֏ monthly","2 room apartment in a new building on Grigor Hasratyan Street, 60 sq.m., 2/13 floor, high ceilings","Ajapnyak, 2 rm., 60 sq.m., 2/13 floor"
"$1,100 monthly","3 room apartment in a new building on Malkhasyants Street, 77 sq.m., 7/14 floor, 2 bathrooms","Arabkir, 3 rm., 77 sq.m., 7/14 floor"
"160,000 ֏ monthly","1 room apartment on Arzumanyan Street, 31 sq.m., second to last floor, cosmetic renovation","Ajapnyak, 1 rm., 31 sq.m., 3/4 floor"
"380,000 ֏ monthly","4 room apartment in a new building on Sari Tagh 7th Street, 110 sq.m., 3/10 floor, 2 bathrooms","Erebuni, 4 rm., 110 sq.m., 3/10 floor"
"$1,500 monthly","3 room apartment in a new building, Saryan Street, 70 sq.m., 5/9 floor, high ceilings","Kentron, 3 rm., 70 sq.m., 5/9 floor"
"$1,000 monthly","3 room apartment in a new building on Argishti Street, 113 sq.m., 9/14 floor, 2 bathrooms","Kentron, 3 rm., 113 sq.m., 9/14 floor"
"310,000 ֏ monthly","2 room apartment in a new building, Արգիշտի փողոց, 60 sq.m., 10/15 floor, high ceilings","Kentron, 2 rm., 60 sq.m., 10/15 floor"
"240,000 ֏ monthly","2 room apartment in a new building, Արգիշտի փողոց, 65 sq.m., 3/14 floor, high ceilings","Kentron, 2 rm., 65 sq.m., 3/14 floor"
"$1,100 monthly","2 room apartment in a new building, Pushkin Street, 55 sq.m., 5/13 floor, high ceilings","Kentron, 2 rm., 55 sq.m., 5/13 floor"
"$1,100 monthly","3 room apartment in a new building, Արգիշտի փողոց, 80 sq.m., 7/14 floor, high ceilings","Kentron, 3 rm., 80 sq.m., 7/14 floor"
$850 monthly,"3 room apartment in a new building on Argishti Street, 90 sq.m., 5/14 floor, 2 bathrooms","Kentron, 3 rm., 90 sq.m., 5/14 floor"
"450,000 ֏ monthly","2 room apartment in a new building on Yeznik Koghbatsi street, 70 sq.m., 4/14 floor, 2 bathrooms","Kentron, 2 rm., 70 sq.m., 4/14 floor"
$800 monthly,"3 room apartment in a new building on Antarayin Street, 65 sq.m., 2/6 floor, high ceilings","Kentron, 3 rm., 65 sq.m., 2/6 floor"
"130,000 ֏ monthly","1 room apartment in a new building in Norashen Quarter, 33 sq.m., 2/4 floor, high ceilings","Ajapnyak, 1 rm., 33 sq.m., 2/4 floor"
"$1,100 monthly","2 room apartment in a new building, Yeznik Koghbaci Street, 50 sq.m., 2/18 floor, high ceilings","Kentron, 2 rm., 50 sq.m., 2/18 floor"
"$1,100 monthly","4 room apartment in a new building on Verin Antarayin Street, 100 sq.m., 2/8 floor, 2 bathrooms","Kentron, 4 rm., 100 sq.m., 2/8 floor"
"$3,300 monthly","Spacious 3 room apartment on Tamanyan Street, 160 sq.m., 2 bathrooms, high ceilings","Kentron, 3 rm., 160 sq.m., 5/5 floor"
"190,000 ֏ monthly","1 room apartment on Mamikonyants Street, 33 sq.m., 1/5 floor, high ceilings, designer renovation","Arabkir, 1 rm., 33 sq.m., 1/5 floor"
"185,000 ֏ monthly","1 room apartment on Mamikonyants Street, 30 sq.m., 1/5 floor, high ceilings, major renovation","Arabkir, 1 rm., 30 sq.m., 1/5 floor"
"500,000 ֏ monthly","4 room apartment on Gyulbenkyan Street, 90 sq.m., 2/5 floor, 2 bathrooms, designer renovation","Arabkir, 4 rm., 90 sq.m., 2/5 floor"
"790,000 ֏ monthly","Spacious 3 room apartment in a new building on Northern Avenue, 169 sq.m., 2 bathrooms","Kentron, 3 rm., 169 sq.m., 9/9 floor"
"135,000 ֏ monthly","2 room apartment in a new building, Հովսեփ Արղության փողոց, 22 sq.m., 3/5 floor, high ceilings","Arabkir, 2 rm., 22 sq.m., 3/5 floor"
"$2,000 monthly","2 room apartment in a new building on Vardanants Street, 50 sq.m., 8/10 floor, high ceilings","Kentron, 2 rm., 50 sq.m., 8/10 floor"
"700,000 ֏ monthly","3 room apartment in a new building on Verin Antarayin Street, 100 sq.m., 12/15 floor, high ceilings","Kentron, 3 rm., 100 sq.m., 12/15 floor"
"230,000 ֏ monthly","3 room apartment in a new building in Nazarbekyan Quarter, 63 sq.m., 2/20 floor, high ceilings","Ajapnyak, 3 rm., 63 sq.m., 2/20 floor"
"120,000 ֏ monthly","1 room apartment on Moldovakan Street, 18 sq.m., 6/8 floor, cosmetic renovation, stone building","Nor Nork, 1 rm., 18 sq.m., 6/8 floor"
"250,000 ֏ monthly","4 room apartment on Zakaria Kanakertsi Street, 80 sq.m., second to last floor, euro renovation","Kanaker-Zeytun, 4 rm., 80 sq.m., 4/5 floor"
"200,000 ֏ monthly","2 room apartment on Baghramyan Avenue, 55 sq.m., 1/9 floor, euro renovation, stone building","Arabkir, 2 rm., 55 sq.m., 1/9 floor"
"320,000 ֏ monthly","3 room apartment in a new building on Leningradyan Street, 95 sq.m., 5/15 floor, 2 bathrooms","Ajapnyak, 3 rm., 95 sq.m., 5/15 floor"
"270,000 ֏ monthly","3 room apartment on Zavaryan Street, 100 sq.m., multiple balconies, cosmetic renovation","Kentron, 3 rm., 100 sq.m., 3/3 floor"
"200,000 ֏ monthly","2 room apartment on Tsovakal Isakov Avenue, 45 sq.m., 4/9 floor, designer renovation","Kentron, 2 rm., 45 sq.m., 4/9 floor"
"210,000 ֏ monthly","2 room apartment on Alek Manukyan Street, 60 sq.m., second to last floor, major renovation","Kentron, 2 rm., 60 sq.m., 3/4 floor"
"$2,500 monthly","3 room apartment in a new building on Verin Antarayin Street, 130 sq.m., second to last floor","Kentron, 3 rm., 130 sq.m., 14/15 floor"
"250,000 ֏ monthly","2 room apartment on Yeznik Koghbatsi street, 45 sq.m., 4/10 floor, designer renovation","Kentron, 2 rm., 45 sq.m., 4/10 floor"
"350,000 ֏ monthly","4 room apartment in a new building, The Administrative District of Ajapnyak, 77 sq.m., 2/14 floor","Ajapnyak, 4 rm., 77 sq.m., 2/14 floor"
"$1,900 monthly","4 room apartment in a new building on Pushkin Street, 130 sq.m., 9/12 floor, 2 bathrooms","Kentron, 4 rm., 130 sq.m., 9/12 floor"
"$1,400 monthly","3 room apartment in a new building, Hanrapetutyan Street near the Republic square, 103 sq.m.","Kentron, 3 rm., 103 sq.m., 5/8 floor"
"200,000 ֏ monthly","2 room apartment on Nairi Zaryan Street, 54 sq.m., 2/5 floor, major renovation, stone building","Arabkir, 2 rm., 54 sq.m., 2/5 floor"
"$2,200 monthly","4 room apartment in a new building on Nalbandyan Street, 105 sq.m., 4/11 floor, 2 bathrooms","Kentron, 4 rm., 105 sq.m., 4/11 floor"
"350,000 ֏ monthly","2 room apartment in a new building on Pushkin Street, 60 sq.m., 7/12 floor, high ceilings","Kentron, 2 rm., 60 sq.m., 7/12 floor"
"350,000 ֏ monthly","3 room apartment, Amiryan Street, 100 sq.m., 3/5 floor, high ceilings, designer renovation","Kentron, 3 rm., 100 sq.m., 3/5 floor"
"155,000 ֏ monthly","1 room apartment on Estonakan Street, 30 sq.m., 2/4 floor, major renovation, stone building","Ajapnyak, 1 rm., 30 sq.m., 2/4 floor"
"250,000 ֏ monthly","2 room apartment, in Arabkir, 45 sq.m., 3/9 floor, major renovation","Arabkir, 2 rm., 45 sq.m., 3/9 floor"
"170,000 ֏ monthly","1 room apartment on Halabyan Street, 42 sq.m., 2/14 floor, high ceilings, euro renovation","Ajapnyak, 1 rm., 42 sq.m., 2/14 floor"
"230,000 ֏ monthly","2 room apartment in a new building, Անաստաս Միկոյանի փողոց, 60 sq.m., 8/15 floor, high ceilings","Davtashen, 2 rm., 60 sq.m., 8/15 floor"
"380,000 ֏ monthly","2 room apartment in a new building on Karapet Ulnetsi Street, 64 sq.m., high ceilings","Kanaker-Zeytun, 2 rm., 64 sq.m., 16/16 floor"
"350,000 ֏ monthly","2 room apartment in a new building on Arshakunyats Avenue, 50 sq.m., 15/18 floor, high ceilings","Kentron, 2 rm., 50 sq.m., 15/18 floor"
"$1,500 monthly","3 room apartment on Tumanyan Street, 85 sq.m., 4/12 floor, 2 bathrooms, high ceilings","Kentron, 3 rm., 85 sq.m., 4/12 floor"
"330,000 ֏ monthly","2 room apartment in a new building on Komitas Avenue, 55 sq.m., 13/20 floor, major renovation","Arabkir, 2 rm., 55 sq.m., 13/20 floor"
"300,000 ֏ monthly","2 room apartment in a new building on Leningradyan Street, 60 sq.m., 8/16 floor, high ceilings","Malatia-Sebastia, 2 rm., 60 sq.m., 8/16 floor"
"300,000 ֏ monthly","2 room apartment in a new building on Arghutyan Street, 60 sq.m., second to last floor","Arabkir, 2 rm., 60 sq.m., 13/14 floor"
"360,000 ֏ monthly","4 room apartment in a new building on Adonts Street, 110 sq.m., 10/18 floor, 2 bathrooms","Arabkir, 4 rm., 110 sq.m., 10/18 floor"
"340,000 ֏ monthly","2 room apartment in a new building on Adonts Street, 60 sq.m., 5/14 floor, high ceilings","Arabkir, 2 rm., 60 sq.m., 5/14 floor"
"220,000 ֏ monthly","3 room apartment on Arshakunyats Avenue, 67 sq.m., second to last floor, euro renovation","Shengavit, 3 rm., 67 sq.m., 4/5 floor"
"400,000 ֏ monthly","3 room apartment in a new building on Adonts Street, 80 sq.m., 8/14 floor, 2 bathrooms","Arabkir, 3 rm., 80 sq.m., 8/14 floor"
"330,000 ֏ monthly","2 room apartment in a new building on Karapet Ulnetsi Street, 65 sq.m., 10/16 floor","Kanaker-Zeytun, 2 rm., 65 sq.m., 10/16 floor"
"$2,500 monthly","3 room apartment in a new building on Northern Avenue, 120 sq.m., second to last floor, 2 bathrooms","Kentron, 3 rm., 120 sq.m., 8/9 floor"
"390,000 ֏ monthly","2 room apartment in a new building, բնակելի համալիր Բյուրեղ, 60 sq.m., 4/16 floor","Kentron, 2 rm., 60 sq.m., 4/16 floor"
"270,000 ֏ monthly","3 room apartment on Komitas Avenue, 58 sq.m., 3/5 floor, euro renovation, stone building","Arabkir, 3 rm., 58 sq.m., 3/5 floor"
"$3,500 monthly","3 room apartment in a new building on Azatutyan Avenue, 110 sq.m., 2 bathrooms, high ceilings","Arabkir, 3 rm., 110 sq.m., 4/4 floor"
"380,000 ֏ monthly","2 room apartment on Zaqyan Street, 45 sq.m., high ceilings, designer renovation, stone building","Kentron, 2 rm., 45 sq.m., 4/4 floor"
"$1,100 monthly","3 room apartment on Pushkin Street, 75 sq.m., high ceilings, designer renovation, stone building","Kentron, 3 rm., 75 sq.m., 4/4 floor"
"500,000 ֏ monthly","4 room apartment on Komitas Avenue, 142 sq.m., 2 bathrooms, high ceilings, multiple balconies","Arabkir, 4 rm., 142 sq.m., 4/4 floor"
"220,000 ֏ monthly","3 room apartment on Babayan Street, 79 sq.m., partial renovation, stone building","Kanaker-Zeytun, 3 rm., 79 sq.m., 5/5 floor"
"300,000 ֏ monthly","3 room apartment in a new building on Fuchik Street, 67 sq.m., 7/14 floor, designer renovation","Ajapnyak, 3 rm., 67 sq.m., 7/14 floor"
"300,000 ֏ monthly","2 room apartment on Aghbyur Serob Street, 45 sq.m., 1/3 floor, designer renovation, stone building","Arabkir, 2 rm., 45 sq.m., 1/3 floor"
"380,000 ֏ monthly","2 room apartment in a new building, բնակելի համալիր Լույսեր, 65 sq.m., 11/16 floor","Ajapnyak, 2 rm., 65 sq.m., 11/16 floor"
"$2,000 monthly","4 room apartment in a new building on Derenik Demirchyan Street, 140 sq.m., 8/10 floor, 2 bathrooms","Kentron, 4 rm., 140 sq.m., 8/10 floor"
"$1,100 monthly","2 room apartment on Pushkin Street, 50 sq.m., 6/8 floor, high ceilings, designer renovation","Kentron, 2 rm., 50 sq.m., 6/8 floor"
"350,000 ֏ monthly","3 room apartment in a new building on Dzorap Street, 65 sq.m., 11/16 floor, 2 bathrooms","Kentron, 3 rm., 65 sq.m., 11/16 floor"
"260,000 ֏ monthly","3 room apartment in a new building on Leningradyan Street, 66 sq.m., 4/15 floor, high ceilings","Malatia-Sebastia, 3 rm., 66 sq.m., 4/15 floor"
"$1,300 monthly","3 room apartment in a new building on Anastas Mikoyan Street, 110 sq.m., 10/17 floor, 2 bathrooms","Davtashen, 3 rm., 110 sq.m., 10/17 floor"
"280,000 ֏ monthly","2 room apartment in a new building in Davtashen 4th Block, 63 sq.m., 4/13 floor, designer renovation","Davtashen, 2 rm., 63 sq.m., 4/13 floor"
"$1,100 monthly","3 room apartment in a new building on Sayat-Nova Avenue, 124 sq.m., 9/21 floor, 2 bathrooms","Kentron, 3 rm., 124 sq.m., 9/21 floor"
